법률규정	항목	내용
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제2장 신청의 절차 제15조(상표권의 이전등록 신청서의 첨부서류) ②	"영 제15조제7항에서 “산업통상자원부령으로 정하는 서류”란 다음 각 호의 어느 하나에 해당하는 서류를 말한다. <신설 2016. 9. 22.>
1. 「상표법에 관한 싱가포르 조약 규칙」에 따른 국제표준서식(한글로 번역된 것만 해당한다)에 따라 작성된 사용권 내역서, 사용권 수정내역서 또는 사용권 취소내역서
2. 상표사용권의 등록, 변경 및 말소를 증명하는 계약서의 사본 또는 발췌본(공증인 또는 공공기관에 의하여 인증된 것만 해당한다)"
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제2장 신청의 절차 제16조(소명서 등) ①	영 제29조제2항에 따라 소명서를 제출하려는 자는 별지 제28호서식의 소명서를 특허청장에게 제 출하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제2장 신청의 절차 제16조(소명서 등) ②	영 제30조에 따라 등록신청의 반려신청을 하려는 자는 별지 제29호서식의 등록신청반려요청서를 특허청장에게 제출하여야 한다.<개정 2018. 6. 29.>  제17조 삭제 <2018. 6. 29.>
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제18조(번호의 기록) ①	영 제7조제3항에 따른 부기등록 순위의 번호를 기록할 때에는 주등록의 번호를 기록하고, 그 밑에 부기(附記)의 순위에 따라 해당 번호를 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제18조(번호의 기록) ②	제1항의 경우에는 주등록의 순위번호 밑에 약호(略號)를 사용하여 부기등록의 순위번호를 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제19조(외국인의 국적기록)	등록원부에 외국인의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다 )를 기록할 때에는 국적도 기록하여야 한다. 다만, 그 외국인이 국제등록기초상표권의 상표권자인 경우에는 그러하 지 아니하다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제20조(변경된 등록사항 등의 말소)	변경 또는 경정(更正)의 등록을 할 때에는 변경되거나 경정된 등록사항을 음영(陰 影)으로 말소하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제21조(말소의 등록방법) ①	말소등록을 할 때에는 그 원인 및 등록을 말소하는 취지를 기록한 후 말소할 등록사항을 음영으로 말소하여야 한다. 다만, 직권으로 말소등록을 할 때에는 그 원인의 발생 연월일도 함께 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제21조(말소의 등록방법) ②	등록원부에 제1항에 따른 말소 대상 권리를 목적으로 하는 제3자의 권리가 등록되어 있을 때에는 등록원부 중 해당 부분의 등록사항란에 그 권리의 등록을 말소함으로써 제3자의 권리에 관한 등록이 말소된다는 취지를 기록한 후 그 등록사항을 음영으로 말소 하여야 한다. 특허권 등의 등록령 시행규칙
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제22조(회복의 등록방법) ①	특허권등의 소멸등록을 한 후 그 특허권등의 회복등록을 할 때에는 소멸 전 특허권등의 권 리란 중 등록사항란에 회복의 원인, 취지 및 연월일을 기록한 후 소멸등록된 해당 번호란의 음영을 제거하고, 소멸등 록 시 기록한 등록 취지를 음영으로 말소한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제22조(회복의 등록방법) ②	제1항에서 규정한 경우 외의 회복등록을 할 때에는 그 등록사항란에 회복의 원인, 취지 및 연월일을 기록한 후 해당 부분의 음영을 제거하고, 말소등록 시 기록한 등록 취지를 음영으로 말소한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제22조(회복의 등록방법) ③	제2항에 따라 회복등록을 할 경우에 그 등록원부가 폐쇄되어 있을 때에는 그 등록원부 중 그 등록사항란에 회복 등록의 취지 및 연월일을 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제23조(등록 연월일의 기록)	각 등록사항란 또는 등록료란에 등록을 하였을 때에는 그 끝 부분에 등록 연월일을 기록하 여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제24조(가로줄에 따른 구분)	권리란의 등록사항란에 등록을 하였을 때에는 표시번호란과 등록사항란에, 그 밖의 등록 사항란에 등록을 하였을 때에는 순위번호란과 등록사항란에 각각 가로줄을 긋고 여백과 구분되게 가로줄 중앙 아래 에 “이하 여백”이라고 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제25조(신탁번호의 기록)	등록원부에 신탁의 등록을 할 때에는 신탁번호를 기록하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제26조(등록원부의 정리ㆍ관리 및 보존 등) ①	등록원부는 멸실 또는 손상을 대비하여 등록원부의 기록사항을 별도의 전자적 저장매체에 복제하여 안전하게 보존하여야 하며, 보존장소와 보존방법 등 그 관리에 필요한 사항은 특허청장 이 정한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제26조(등록원부의 정리ㆍ관리 및 보존 등) ②	등록원부를 기록, 변경 및 폐쇄하는 경우에는 특허청장이 정하는 바에 따라 관리하여야 한다.
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제26조(등록원부의 정리ㆍ관리 및 보존 등) ③	등록원부의 입력ㆍ출력ㆍ편집 및 검색 등에 관한 사항은 특허청장이 정한다.  제2절 직권에 의한 등록의 절차
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제27조(특허권 설정의 등록방법)	"특허권의 설정등록을 할 때에는 특허등록원부에 다음 각 호의 사항을 기록하여야 한
다. <개정 2016. 9. 22.>
1. 특허번호란: 특허번호
2. 권리란 중 등록사항란: 다음 각 목의 사항
가. 특허출원의 연월일 및 출원번호
나. 우선권 주장이 있는 경우에는 주장일, 주장 수 및 주장국가
다. 우선권 주장이 있는 경우에는 원출원 연월일 및 원출원번호
라. 등록공고의 연월일 및 공고번호
마. 특허결정 또는 심결의 연월일
바. 특허청구범위의 항수(項數)
사. 분류기호 및 발명의 명칭
3. 특허권자란 중 등록사항란: 특허권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다)"
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제28조(실용신안권 설정의 등록방법)	"실용신안권의 설정등록을 할 때에는 실용신안등록원부에 다음 각 호의 구분에 따 른 사항을 기록하여야 한다. <개정 2016. 9. 22.>
1. 실용신안등록번호란: 실용신안등록번호
2. 권리란 중 등록사항란: 다음 각 목의 사항
가. 실용신안등록출원의 연월일 및 출원번호
나. 우선권 주장이 있는 경우에는 주장일, 주장 수 및 주장국가
다. 우선권 주장이 있는 경우에는 원출원 연월일 및 원출원번호 특허권 등의 등록령 시행규칙
라. 등록공고의 연월일 및 공고번호
마. 실용신안등록결정 또는 심결의 연월일
바. 실용신안등록청구범위의 항수
사. 분류기호 및 고안의 명칭
3. 실용신안권자란 중 등록사항란: 실용신안권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말 한다)"
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제29조(디자인권 설정의 등록방법) ①	"디자인권의 설정등록을 할 때에는 디자인등록원부에 다음 각 호의 구분에 따른 사항을 기록하여야 한다. <개정 2014. 6. 25., 2016. 9. 22.>
1. 디자인등록번호란: 디자인등록번호
2. 권리란 중 등록사항란: 다음 각 목의 사항
가. 디자인등록출원의 연월일 및 출원번호
나. 우선권 주장이 있는 경우에는 주장일, 주장 수 및 주장국가
다. 우선권 주장이 있는 경우에는 원출원 연월일 및 원출원번호
라. 등록공고의 연월일
마. 디자인등록결정 또는 심결의 연월일
바. 디자인의 수
사. 디자인의 대상이 되는 물품과 그 물품의 일련번호 및 분류번호
3. 디자인권자란 중 등록사항란: 디자인권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다 )"
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제29조(디자인권 설정의 등록방법) ②	"물품의 부분에 관한 디자인(이하 “부분디자인”이라 한다)에 관하여 디자인권의 설정등록을 할 때에는 제1항의 사 항 외에 디자인등록원부의 권리란 중 등록사항란에 부분디자인에 관한 디자인권이라는 취지를 기록하여야 한다.  제29조의2(국제등록디자인권의 설정등록의 방법) 국제등록디자인권의 설정등록을 할 때에는 별지 제7호서식의 디자인 등록원부에 다음 각 호의 사항을 기록하여야 한다.
1. 국제등록번호란: 국제등록번호
2. 권리란 중 등록사항란: 다음 각 목의 사항
가. 국제등록의 연월일
나. 우선권 주장이 있는 경우에는 주장일, 주장 수 및 주장국가
다. 우선권 주장이 있는 경우에는 원출원 연월일 및 원출원번호
라. 등록공고의 연월일
마. 디자인등록결정 또는 심결의 연월일
바. 디자인권 설정등록 연월일
3. 디자인권자란 중 등록사항란: 디자인권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다 ) [본조신설 2016. 9. 22.]"
특허권 등의 등록령 시행규칙(산업통상자원부령)(제00563호)(20240701)	제3장 등록의 절차 제30조(상표권 설정의 등록방법) ①	"상표권의 설정등록을 할 때에는 별지 제8호서식의 상표등록원부(국제등록기초상표 권에 관한 상표등록원부는 제외한다)에 다음 각 호의 구분에 따른 사항을 기록하거나 부착하여야 한다. <개정 2016.
9. 22., 2024. 7. 1.>
1. 상표등록번호란: 상표등록번호
2. 권리란 중 등록사항란: 다음 각 목의 사항
가. 상표등록출원의 연월일 및 출원번호
나. 우선권 주장이 있는 경우에는 상품류 구분, 주장일, 주장 수 및 주장국가 특허권 등의 등록령 시행규칙
다. 우선권 주장이 있는 경우에는 원출원 연월일 및 원출원번호
라. 출원공고의 연월일 및 공고번호
마. 상표등록결정 또는 심결의 연월일
바. 상품류 구분, 상품류의 구분 수 및 지정상품
사. 입체적 형상ㆍ색채ㆍ홀로그램ㆍ동작 등 시각적으로 인식할 수 있는 것으로 된 상표, 비시각적 상표, 지리적 표시 단체표장, 지리적 표시 증명표장(지리적 표시 및 지리적 표시의 대상지역을 포함한다) 또는 이들을 결합 한 상표를 설정등록하는 경우에는 그 상표권의 취지
아. 사목의 상표에 관한 설명(그 상표에 대한 설명이 있는 경우만 해당한다)
자. 비시각적 상표의 시각적 표현
차. 「상표법」 제33조제2항에 해당함을 나타내는 표시(같은 조 같은 항에 해당하여 상표권의 설정등록을 하는 경 우만 해당한다)
카. 상표권 설정등록의 연월일
타. 비엔나 분류 코드
파. 등록공고의 연월일
하. 「상표법」 제34조제1항제7호 단서에 따라 상표등록에 대한 동의를 받은 경우에는 그 동의를 받은 등록상표(선 출원에 의한 타인의 등록상표를 말한다. 이하 “선출원등록상표”라 한다)의 상표등록번호
거. 「상표법」 제35조제6항에 따라 상표등록에 대한 동의를 받은 경우에는 먼저 등록된 상표의 상표등록번호
3. 권리란 중 상표란: 등록상표(둘 이상의 도면 또는 사진으로 구성된 상표는 제외한다. 이 경우 상표란에는 “상표첨 부란에 부착”이라고 기록한다)
4. 상표등록료란: 분할납부 여부, 납부 회차(해당 기간), 등록료 금액 및 납부 연월일
5. 상표권자란 중 등록사항란: 상표권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다)
6. 상표첨부란: 등록상표(둘 이상의 도면 또는 사진으로 구성된 상표만 해당한다)"
